노래한글,노래영어,피쳐/일본/리믹 한글,피쳐링영어,가수한글,가수영어,멜노래코드,가수코드,발매일,45301,videoid,most-re,앨범자켓,앨범코드,기획사
Champagne,Champagne,,,김호중,Kim Ho Joong,35466600,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
Tiritomba,Tiritomba,,,김호중,Kim Ho Joong,35466601,720018,44769,502,Mt0ldXqTIEo,140,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
Love in Portofino,Love in Portofino,,,김호중,Kim Ho Joong,35466604,720018,44769,502,aINon9v_g7c,0,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
약속 [約束],Promise,,,김호중,Kim Ho Joong,35466605,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
Adoro,Adoro,,,김호중,Kim Ho Joong,35466606,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
가을꽃,Fall Flower,,,김호중,Kim Ho Joong,35466607,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
O Tannenbaum,O Tannenbaum,,,김호중,Kim Ho Joong,35466608,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
나비,Butterfly,(Outro),(Outro),김호중,Kim Ho Joong,35466610,720018,44769,502,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/554/11014554_20220726174229_org.jpg,11014554,(주)생각엔터테인먼트
Cyberpunk,Cyberpunk,,,에이티즈,ATEEZ,35471624,2398260,44771,500,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/958/11014958_20220727102927_org.jpg,11014958,KQ Entertainment
Guerrilla,Guerrilla,,,에이티즈,ATEEZ,35471625,2398260,44771,500,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/958/11014958_20220727102927_org.jpg,11014958,KQ Entertainment
The Ring,The Ring,,,에이티즈,ATEEZ,35471626,2398260,44771,500,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/958/11014958_20220727102927_org.jpg,11014958,KQ Entertainment
WDIG,WDIG,(Where Do I Go),(Where Do I Go),에이티즈,ATEEZ,35471627,2398260,44771,500,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/958/11014958_20220727102927_org.jpg,11014958,KQ Entertainment
New World,New World,,,에이티즈,ATEEZ,35471628,2398260,44771,500,,,https://cdnimg.melon.co.kr/cm2/album/images/110/14/958/11014958_20220727102927_org.jpg,11014958,KQ Entertainment
새벽에 걸려온 너의 전화는,dawn call from you,,,한동근,Han Dong Geun,35484543,711476,44773,498,olyK5IcIOaY,69,https://cdnimg.melon.co.kr/cm2/album/images/110/17/954/11017954_20220729152931_org.jpg,11017954,말하는
FOREVER 1,FOREVER 1,,,소녀시대,GIRLS' GENERATION,35504734,228069,44778,493,,,https://cdnimg.melon.co.kr/cm2/album/images/110/23/224/11023224_20220804182919_org.jpg,11023224,SM ENTERTAINMENT
Bad Decisions,Bad Decisions,(with 방탄소년단 & 스눕 독),(with BTS & Snoop Dogg),"베니 블랑코, BTS, 스눕 독","benny blanco, BTS, Snoop Dogg",35505711,2137482,44778,493,,,https://cdnimg.melon.co.kr/cm2/album/images/110/23/552/11023552_20220805131027_org.jpg,11023552,Friends Keep Secret
언제든 어디라도,ANYWHERE ANYTIME,,,죠지,george,35505758,790830,44781,490,,,https://cdnimg.melon.co.kr/cm2/album/images/110/23/560/11023560_20220805134930_org.jpg,11023560,"크래프트앤준, EMA Recordings"
떠나,Leave,(Prod. PATEKO(파테코)),(Prod. PATEKO),"따마, 제이씨 유카","THAMA, Jayci yucca",35505762,1629273,44779,492,,,https://cdnimg.melon.co.kr/cm2/album/images/110/23/561/11023561_20220805135138_org.jpg,11023561,(주)에이투지엔터테인먼트
사랑한다고 말해줘,Tell me you love me,,,탑현,Tophyun,35505810,2893700,44780,491,,,https://cdnimg.melon.co.kr/cm2/album/images/110/23/572/11023572_20220805140858_org.jpg,11023572,탑현월드
NIGHT DANCER,NIGHT DANCER,,,이마세,imase,35535827,3060228,44792,479,kagoEGKHZvU,71,https://cdnimg.melon.co.kr/cm2/album/images/110/31/616/11031616_20220817122214_org.jpg,11031616,Universal Music LLC
Pink Venom,Pink Venom,,,블랙핑크,BLACKPINK,35542908,995169,44820,451,gQlMMD8auMs,52,https://cdnimg.melon.co.kr/cm2/album/images/110/33/394/11033394_20220916124707_org.jpg,11033394,YG Entertainment
Shut Down,Shut Down,,,블랙핑크,BLACKPINK,35640077,995169,44820,451,POe9SOEKotk,52,https://cdnimg.melon.co.kr/cm2/album/images/110/33/394/11033394_20220916124707_org.jpg,11033394,YG Entertainment
Typa Girl,Typa Girl,,,블랙핑크,BLACKPINK,35640078,995169,44820,451,,,https://cdnimg.melon.co.kr/cm2/album/images/110/33/394/11033394_20220916124707_org.jpg,11033394,YG Entertainment
After LIKE,After LIKE,,,아이브,IVE,35546497,3055146,44795,476,F0B7HDiY-10,0,https://cdnimg.melon.co.kr/cm2/album/images/110/34/298/11034298_20220822101843_org.jpg,11034298,스타쉽엔터테인먼트
숲,Forest,,,최유리,Choi Yu Ree,35553933,2645970,44797,474,7ihLv8_Vd-4,198,https://cdnimg.melon.co.kr/cm2/album/images/110/36/283/11036283_20220823181214_org.jpg,11036283,쇼파르엔터테인먼트
Talk that Talk,Talk that Talk,,,트와이스,TWICE,35560680,905701,44799,472,,,https://cdnimg.melon.co.kr/cm2/album/images/110/38/172/11038172_20220825154457_org.jpg,11038172,㈜JYP엔터테인먼트
새삥,새삥,(Prod. 지코)(Feat. 호미들),(Prod. ZICO)(Feat. Homies),지코,ZICO,35595136,602056,44810,461,,,https://cdnimg.melon.co.kr/cm2/album/images/110/45/985/11045985_20220905151107_org.jpg,11045985,Stone Music Entertainment
LAW,LAW,(Prod. 시저),(Prod. Czaer),"윤미래, 비비","Yoon Mirae, BIBI",35595137,1654,44810,461,,,https://cdnimg.melon.co.kr/cm2/album/images/110/45/985/11045985_20220905151107_org.jpg,11045985,Stone Music Entertainment
フィナーレ。,Finale.,(피날레),,에일,eill,35603969,2190277,44811,460,1lYb9nLO_FY,,https://cdnimg.melon.co.kr/cm2/album/images/110/47/502/11047502_20220906101234_org.jpg,,
슬픈등,Sad Silhouette,,,김호중,Kim Ho Joong,35609034,720018,44811,460,,,https://cdnimg.melon.co.kr/cm2/album/images/110/48/906/11048906_20220906180454_org.jpg,11048906,(주)생각엔터테인먼트
인생은 뷰티풀,Beautiful life,,,김호중,Kim Ho Joong,35609035,720018,44811,460,,,https://cdnimg.melon.co.kr/cm2/album/images/110/48/906/11048906_20220906180454_org.jpg,11048906,(주)생각엔터테인먼트
질주,2 Baddies,,,엔시티 127,NCT 127,35640848,991413,44820,451,,,https://cdnimg.melon.co.kr/cm2/album/images/110/56/832/11056832_20220915150210_org.jpg,11056832,SM ENTERTAINMENT
모놀로그,Monologue,,,테이,Tei,35643794,51893,44822,449,IeDb7OrnGNE,189,https://cdnimg.melon.co.kr/cm2/album/images/110/57/545/11057545_20221021124737_org.jpg,11057545,방구석캐스팅
DICE,DICE,,,엔믹스,NMIXX,35643842,3070786,44823,448,,,https://cdnimg.melon.co.kr/cm2/album/images/110/57/553/11057553_20220916134728_org.jpg,11057553,(주)JYP엔터테인먼트
Rush Hour,Rush Hour,(Feat. 제이홉 of BTS),(Feat. j-hope of BTS),크러쉬,Crush,35665282,674710,44826,445,,,https://cdnimg.melon.co.kr/cm2/album/images/110/62/364/11062364_20220922182518_org.jpg,11062364,피네이션
STAR WALKIN',STAR WALKIN',(League of Legends Worlds Anthem),(League of Legends Worlds Anthem),릴 나스 엑스,Lil Nas X,35667289,2636085,44826,445,HYsz1hP0BFo,139,https://cdnimg.melon.co.kr/cm2/album/images/110/62/750/11062750_20220923093431_org.jpg,11062750,Columbia
Here With Me,Here With Me,,,데이비드,d4vd,35667403,468244,44826,445,,,https://cdnimg.melon.co.kr/cm2/album/images/110/62/785/11062785_20220923102501_org.jpg,11062785,Darkroo
그중에 그대를 만나,meet you among them,,,김호중,Kim Ho Joong,35667692,720018,44828,443,,,https://cdnimg.melon.co.kr/cm2/album/images/110/62/828/11062828_20220923105240_org.jpg,11062828,(주)캔버스뮤직
딱 10cm만,Just 10 centimeters,,,"10cm, 빅 나티","10cm, BIG Naughty",35668899,468244,44829,442,,,https://cdnimg.melon.co.kr/cm2/album/images/110/63/205/11063205_20220923155512_org.jpg,11063205,"MAGIC STRAWBERRY SOUND, H1GHR MUSIC RECORDS"
우린 그렇게 사랑해서,Because we loved,,,"강민경(다비치), 최정훈(잔나비)","KANG MINKYUNG, CHOI JUNG HOON of JANNABI",35669445,261742,44830,441,,,https://cdnimg.melon.co.kr/cm2/album/images/110/63/334/11063334_20220923180858_org.jpg,11063334,"WAKEONE, 페포니뮤직"
Overdose,Overdose,,,나토리,natori,35672345,3130910,44811,460,,,https://cdnimg.melon.co.kr/cm2/album/images/110/64/070/11064070_20220926161030_org.jpg,11064070,なとり
나쁜X,BIBI Vengeance,,,비비,BIBI,35846817,2403002,44883,388,,,https://cdnimg.melon.co.kr/cm2/album/images/110/64/950/11064950_20221118112351_org.jpg,11064950,FeelGhoodMusic
자격지심,Complex,(Feat. 지코),(Feat. ZICO),비오,BE'O,35685439,2758756,44833,438,,,https://cdnimg.melon.co.kr/cm2/album/images/110/67/591/11067591_20220929100834_org.jpg,11067591,"BIGPLANETMADE, SWING ENTERTAINMENT, 페임어스 엔터테인먼트"
시간아 멈춰,She Gonna Stop,(Feat. 릴러말즈)(Prod. 토일),(Feat. Leellamarz)(Prod. TOIL),다이나믹 듀오,Dynamicduo,35689128,108358,44838,433,,,https://cdnimg.melon.co.kr/cm2/album/images/110/68/605/11068605_20230623110739_org.jpg,11068605,아메바컬쳐
19,19,,,다이나믹 듀오,Dynamicduo,36560132,108358,45100,171,,,https://cdnimg.melon.co.kr/cm2/album/images/110/68/605/11068605_20230623110739_org.jpg,11068605,아메바컬쳐
나의 목소리로,My Voice,,,김호중,Kim Ho Joong,35690912,720018,44836,435,,,https://cdnimg.melon.co.kr/cm2/album/images/110/69/174/11069174_20220930140119_org.jpg,11069174,(주)생각엔터테인먼트
CASE 143,CASE 143,,,스트레이키즈,Stray Kids,35706322,2006344,44841,430,,,https://cdnimg.melon.co.kr/cm2/album/images/110/72/730/11072730_20221006174814_org.jpg,11072730,(주)JYP엔터테인먼트
KICK BACK,KICK BACK,,,요네즈 켄시,Yonezu Kenshi,35708856,742577,44888,383,M2cckDmNLMI,127,https://cdnimg.melon.co.kr/cm2/album/images/110/73/532/11073532_20221007163509_org.jpg,11073532,Sony Music Labels Inc.
그래서 그대는,So you,,,이영현,Lee Young Hyun,35709043,10210,44844,427,,,https://cdnimg.melon.co.kr/cm2/album/images/110/73/603/11073603_20221007170204_org.jpg,11073603,방구석캐스팅
Escapism.,Escapism.,,,"레이, 070 셰이크","RAYE, 070 Shake",35709537,1023953,44846,425,,,https://cdnimg.melon.co.kr/cm2/album/images/110/73/769/11073769_20221013155728_org.jpg,11073769,Human Re Sources
golden hour,golden hour,,,제이크,JVKE,35709952,2899569,44837,434,,,https://cdnimg.melon.co.kr/cm2/album/images/110/73/888/11073888_20221007235319_org.jpg,11073888,JVKE
Underwater,Underwater,,,권은비,KWON EUN BI,35716386,2399727,44846,425,ny1YiHlX_iE,129,https://cdnimg.melon.co.kr/cm2/album/images/110/75/327/11075327_20221012134651_org.jpg,11075327,울림엔터테인먼트
진심이었던 사람만 바보가 돼,Stupid Love,,,권진아,Kwon Jin Ah,35720014,760046,44847,424,,,https://cdnimg.melon.co.kr/cm2/album/images/110/76/343/11076343_20221012193540_org.jpg,11076343,안테나
고백,Confession,(영화 '동감' X 츄(이달의 소녀)),(Ditto X Chuu(LOONA)),츄,Chuu,35728845,2059472,44850,421,,,https://cdnimg.melon.co.kr/cm2/album/images/110/78/402/11078402_20221014143446_org.jpg,11078402,TOON STUDIO
ANTIFRAGILE,ANTIFRAGILE,,,르세라핌,LE SSERAFIM,35729104,3092950,44851,420,pyf8cbqyfPs,62,https://cdnimg.melon.co.kr/cm2/album/images/110/78/496/11078496_20221014153848_org.jpg,11078496,쏘스뮤직
Impurities,Impurities,,,르세라핌,LE SSERAFIM,35729105,3092950,44851,420,,,https://cdnimg.melon.co.kr/cm2/album/images/110/78/496/11078496_20221014153848_org.jpg,11078496,쏘스뮤직
No Celestial,No Celestial,,,르세라핌,LE SSERAFIM,35729106,3092950,44851,420,,,https://cdnimg.melon.co.kr/cm2/album/images/110/78/496/11078496_20221014153848_org.jpg,11078496,쏘스뮤직
Good Parts,Good Parts,(when the quality is bad but I am),(when the quality is bad but I am),르세라핌,LE SSERAFIM,35729107,3092950,44851,420,,,https://cdnimg.melon.co.kr/cm2/album/images/110/78/496/11078496_20221014153848_org.jpg,11078496,쏘스뮤직
Nxde,Nxde,,,(여자)아이들,(G)I-DLE,35730562,2137482,44851,420,fCO7f0SmrDc,0,https://cdnimg.melon.co.kr/cm2/album/images/110/78/852/11078852_20221017102947_org.jpg,11078852,큐브 엔터테인먼트
떠나보낼 준비해 둘걸 그랬어,Get Ready To Leave,,,임한별,Onestar,35730698,471741,44852,419,R427bHaESSA,61,https://cdnimg.melon.co.kr/cm2/album/images/110/78/887/11078887_20221018101221_org.jpg,11078887,오늘의 선곡
When I Get Old,When I Get Old,,,"크리스토퍼, 청하",Christopher & Chung Ha,35738070,792215,44854,417,Ua3aNDJE_Cg,76,https://cdnimg.melon.co.kr/cm2/album/images/110/80/841/11080841_20221019161113_org.jpg,11080841,Parlophone Denmark
Anti-Hero,Anti-Hero,,,테일러 스위프트,Taylor Swift,35749758,325867,44855,416,,,https://cdnimg.melon.co.kr/cm2/album/images/110/83/195/11083195_20221021132951_org.jpg,11083195,Taylor Swift
Before You,Before You,,,벤슨 분,Benson Boone,35765030,2137482,44862,409,,,https://cdnimg.melon.co.kr/cm2/album/images/110/86/646/11086646_20221026113704_org.jpg,11086646,Warner Records
Generation,Generation,,,트리플에스,tripleS,35778204,3137294,44862,409,,,https://cdnimg.melon.co.kr/cm2/album/images/110/89/306/11089306_20221027180133_org.jpg,11089306,모드하우스
The Astronaut,The Astronaut,,,진,JIN,35779025,725986,44862,409,,,https://cdnimg.melon.co.kr/cm2/album/images/110/89/457/11089457_20221028103340_org.jpg,11089457,BIGHIT MUSIC
고백연습,CHECKLIST,,,경서,KyoungSeo,35779712,994005,44864,407,,,https://cdnimg.melon.co.kr/cm2/album/images/110/89/677/11089677_20221028155256_org.jpg,11089677,꿈의엔진
Like That,Like That,,,에이티즈,ATEEZ,35784291,2398260,44902,369,,,https://cdnimg.melon.co.kr/cm2/album/images/110/90/805/11090805_20221031155443_org.jpg,11090805,Netflix
나를 떠나가는 것들,,(Feat. 정승환),,최백호,Choi Beck Ho,35820603,42,44875,396,,,https://cdnimg.melon.co.kr/cm2/album/images/110/99/120/11099120_20221109144010_org.jpg,,
すずめ,Suzume,(스즈메)(feat. 토아카),(feat. Toaka),래드윔프스,RADWIMPS,35825907,191119,44876,395,Xs0Lxif1u9E,0,https://cdnimg.melon.co.kr/cm2/album/images/111/00/413/11100413_20221110174311_org.jpg,11100413,제이박스엔터테인먼트
London Boy,London Boy,,,임영웅,Lim Young Woong,35834583,994944,44880,391,TMfvkhkALbU,0,https://cdnimg.melon.co.kr/cm2/album/images/111/02/375/11102375_20221115101140_org.jpg,11102375,물고기뮤직
Polaroid,Polaroid,,,임영웅,Lim Young Woong,35834584,994944,44880,391,I82pbW2y_cc,2,https://cdnimg.melon.co.kr/cm2/album/images/111/02/375/11102375_20221115101140_org.jpg,11102375,물고기뮤직
可愛くてごめん,Kawaikute Gomen,(귀여워서 미안해),(Feat. Chuutan(CV:Saori Hayami)),허니웍스,Huh Gak,35844307,1703978,44886,385,,,https://cdnimg.melon.co.kr/cm2/album/images/111/04/705/11104705_20221116231755_org.jpg,11104705,MusicRay'n Inc.
Higher,Higher,,,피프티 피프티,FIFTY FIFTY,35846579,3156910,44883,388,,,https://cdnimg.melon.co.kr/cm2/album/images/111/05/345/11105345_20221117161550_org.jpg,11105345,ATTRAKT
와스레나이,WASURENAI,(Prod By 디핵),(Prod By D-Hack),다나카,TANAKA,35847057,2241514,44884,387,qs9vI-kc2Mk,248,https://cdnimg.melon.co.kr/cm2/album/images/111/05/470/11105470_20221118023831_org.jpg,11105470,"곰보빵친구들, 나몰라패밀리"
Dreamers,Dreamers,[Music from the FIFA World Cup Qatar 2022 Official Soundtrack](Feat. FIFA Sound),[Music from the FIFA World Cup Qatar 2022 Official Soundtrack](Feat. FIFA Sound),정국,Jung Kook,35849863,725987,44885,386,6qI-va1F5ck,64,https://cdnimg.melon.co.kr/cm2/album/images/111/06/209/11106209_20221120120732_org.jpg,11106209,Katara Studios | 2101 Records under exclusive license to Un..
만개화,Full Bloom,,,안예은,Ahn Ye Eun,35857591,947099,44888,383,Ft46iGwO4aE,193,https://cdnimg.melon.co.kr/cm2/album/images/111/07/986/11107986_20221122164954_org.jpg,11107986,"HYPLE, STUDIO LICO"
Birthday,Birthday,,,레드벨벳,Red Velvet,35868657,780066,44893,378,,,https://cdnimg.melon.co.kr/cm2/album/images/111/10/911/11110911_20221125150312_org.jpg,11110911,SM ENTERTAINMENT
GRAVITY,GRAVITY,,,종호(에이티즈),Jong Ho(ATEEZ),35869175,2399819,44891,380,,,https://cdnimg.melon.co.kr/cm2/album/images/111/10/977/11110977_20221125155634_org.jpg,11110977,비오디엔터테인먼트
Cheshire,Cheshire,,,있지,ITZY,35875407,2622030,44895,376,,,https://cdnimg.melon.co.kr/cm2/album/images/111/12/176/11112176_20221129102941_org.jpg,11112176,(주)JYP엔터테인먼트
WHEN I MOVE,WHEN I MOVE,,,카라,KARA,35876006,222128,44894,377,XwcK-twSXB4,170,https://cdnimg.melon.co.kr/cm2/album/images/111/12/312/11112312_20221129115017_org.jpg,11112312,㈜RBW
깨우지 않을게,Never Leave me,(Feat. pH-1),(Feat. pH-1),미노이,MEENOI,35876899,2740934,44895,376,,,https://cdnimg.melon.co.kr/cm2/album/images/111/12/521/11112521_20221129143944_org.jpg,11112521,에잇볼타운
뱃놀이,Baennori,,,정동원,Jeong Dong Won,35885437,2749421,44896,375,,,https://cdnimg.melon.co.kr/cm2/album/images/111/14/375/11114375_20221201105014_org.jpg,11114375,쇼플레이엔터테인먼트
Still Life,Still Life,(with 앤더슨 팩),(with Anderson .Paak),알엠,RM,35888479,725991,44897,374,,,https://cdnimg.melon.co.kr/cm2/album/images/111/14/916/11114916_20221202094043_org.jpg,11114916,BIGHIT MUSIC
들꽃놀이,Wild Flower,(with 조유진),(with. Youjeen),알엠,RM,35888486,725991,44897,374,,,https://cdnimg.melon.co.kr/cm2/album/images/111/14/916/11114916_20221202094043_org.jpg,11114916,BIGHIT MUSIC
WE,WE,(Feat. 박재범)(Prod. by 슬롬),,"이영지, 토이고, 제이켠, 잠비노, 신세인","Lee Young Ji, toigo, J'Kyun, Jambino, XINSAYNE",35888870,2636153,44898,373,,,https://cdnimg.melon.co.kr/cm2/album/images/111/15/007/11115007_20221202105416_org.jpg,11115007,Stone Music Entertainment
마이웨이,MY WAY,(Prod. 알티),(Prod. R.Tee),"저스디스, 알티, 던말릭, 허성현, 칸, 맥대디, 로스","JUSTHIS, R.Tee, DON MALIK, Huh, KHAN, Mckdaddy, Los",35888871,786499,44898,373,,,https://cdnimg.melon.co.kr/cm2/album/images/111/15/007/11115007_20221202105416_org.jpg,11115007,Stone Music Entertainment
잘가요,Goodbye,,,주호,Joo Ho,35890454,683631,44899,372,,,https://cdnimg.melon.co.kr/cm2/album/images/111/15/359/11115359_20221202124614_org.jpg,11115359,레이벡스
Creepin',Creepin',(with 위켄드 & 21 새비지),(with The Weeknd & 21 Savage),"메트로 붐인, 위켄드, 21 새비지","Metro Boomin, The Weeknd, 21 Savage",35891609,1813840,44897,374,,,https://cdnimg.melon.co.kr/cm2/album/images/111/15/600/11115600_20221202153629_org.jpg,11115600,Republic Records
흩어지지 않게,Eternity,,,엠씨더맥스,M.C the MAX,35897670,161636,44900,371,,,https://cdnimg.melon.co.kr/cm2/album/images/111/16/153/11116153_20221205072108_org.jpg,11116153,(주) 325이엔씨
그 겨울이 잠든 거리에서,The street where our winter is,,,"경서예지, 전건호","GyeongseoYeji, Jeon Gunho",35915690,2863470,44906,365,,,https://cdnimg.melon.co.kr/cm2/album/images/111/20/045/11120045_20221209143454_org.jpg,11120045,에버그로우
第ゼロ感,dai zero kan,(제제로감),,10피트,10-FEET,35917590,792215,44909,362,,,https://cdnimg.melon.co.kr/cm2/album/images/111/20/418/11120418_20221212101827_org.jpg,11120418,Universal Music LLC
그날의 그대여,그날의 그대여,,,헤이즈,Heize,35917859,751611,44907,364,,,https://cdnimg.melon.co.kr/cm2/album/images/111/20/500/11120500_20221212111239_org.jpg,11120500,재믹스씨앤비
그대를 알고,Since I knew you,,,송하예,Ha Yea Song,35920493,722098,44908,363,,,https://cdnimg.melon.co.kr/cm2/album/images/111/21/346/11121346_20221213100914_org.jpg,11121346,디스튜디오
Beautiful Christmas,Beautiful Christmas,,,에스엠타운,SMTOWN,35924303,160072,44909,362,,,https://cdnimg.melon.co.kr/cm2/album/images/111/22/330/11122330_20221226132433_org.jpg,11122330,SM ENTERTAINMENT
온도차,Hot & Cold,,,"카이, 슬기, 제노, 카리나","KAI, SEULGI, JENO, KARINA",35924302,710009,44921,350,,,https://cdnimg.melon.co.kr/cm2/album/images/111/22/330/11122330_20221226132433_org.jpg,11122330,SM ENTERTAINMENT
Candy,Candy,,,엔시티 드림,NCT DREAM,35931532,1066419,44911,360,zuoSn3ObMz4,4,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
Graduation,Graduation,,,엔시티 드림,NCT DREAM,35931533,1066419,44911,360,,,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
Tangerine Love,Tangerine Love,(Favorite),(Favorite),엔시티 드림,NCT DREAM,35931534,1066419,44911,360,,,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
입김,Take My Breath,,,엔시티 드림,NCT DREAM,35931535,1066419,44911,360,,,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
문,Moon,,,엔시티 드림,NCT DREAM,35931536,1066419,44911,360,,,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
발자국,Walk With You,,,엔시티 드림,NCT DREAM,35931537,1066419,44911,360,,,https://cdnimg.melon.co.kr/cm2/album/images/111/24/139/11124139_20221215162633_org.jpg,11124139,SM ENTERTAINMENT
BLUE CHECK,BLUE CHECK,"(Feat. 박재범, 제시)(Prod. by 슬롬)","(Feat. Jay Park, Jessi)(Prod. by Slom)",토이고,toigo,35937392,2640968,44912,359,,,https://cdnimg.melon.co.kr/cm2/album/images/111/25/247/11125247_20221216121651_org.jpg,11125247,Stone Music Entertainment
BINGO,BINGO,"(Feat. 미노이, 죠지)(Prod. by 슬롬)",(feat. meenoi & george),잠비노,Jambino,35937394,2637392,44912,359,,,https://cdnimg.melon.co.kr/cm2/album/images/111/25/247/11125247_20221216121651_org.jpg,11125247,Stone Music Entertainment
NOT SORRY,NOT SORRY,(Feat. pH-1)(Prod. By 슬롬),(Feat. pH-1)(Prod. by Slom),이영지,Lee Young Ji,35937396,2636153,44912,359,mMrefw3xMEM,68,https://cdnimg.melon.co.kr/cm2/album/images/111/25/247/11125247_20221216121651_org.jpg,11125247,Stone Music Entertainment
푸른꽃,Blue Flower,,,리아(있지),LIA (ITZY),35943568,2622593,44913,358,,,https://cdnimg.melon.co.kr/cm2/album/images/111/26/447/11126447_20221216170810_org.jpg,11126447,Stone Music Entertainment
Ditto,Ditto,,,뉴진스,NewJeans,35945927,3114174,44914,357,Km71Rr9K-Bw,58,https://cdnimg.melon.co.kr/cm2/album/images/111/27/145/11127145_20230102135733_org.jpg,11127145,ADOR
OMG,OMG,,,뉴진스,NewJeans,35985167,3114174,44928,343,sVTy_wmn5SU,44,https://cdnimg.melon.co.kr/cm2/album/images/111/27/145/11127145_20230102135733_org.jpg,11127145,ADOR
Endless,Endless,,,"에스페로, 김호중","Espero, Kim Ho Joong",35950742,3180072,44915,356,,,https://cdnimg.melon.co.kr/cm2/album/images/111/28/047/11128047_20230105152637_org.jpg,11128047,포켓돌스튜디오
Say I Love You,Say I Love You,,,우디,Woody,35953611,673033,44916,355,,,https://cdnimg.melon.co.kr/cm2/album/images/111/28/774/11128774_20221220164233_org.jpg,11128774,메이저나인
이제 우리 꿈에서만 만나,이제 우리 꿈에서만 만나,,,연,Yyeon ,35953743,3120571,44918,353,8hXjaeBdze4,,https://cdnimg.melon.co.kr/cm2/album/images/111/28/810/11128810_20221220171354_org.jpg,11128810,Yyeon
Cinderella,Cinderella,,,서리,Seori,35957180,2868837,44918,353,,,https://cdnimg.melon.co.kr/cm2/album/images/111/29/746/11129746_20221222145900_org.jpg,11129746,THE UNIT LABEL
미운오리새끼,Ugly duckling,"(Feat. 선우정아, 바비)(Prod. 알티)",,허성현,Huh,35957694,2190397,44919,352,,,https://cdnimg.melon.co.kr/cm2/album/images/111/29/861/11129861_20221222155738_org.jpg,11129861,Stone Music Entertainment
Name Tag,Name Tag,"(Feat. 식케이, 쿠기)(Prod. 그루비룸)",(feat. Sik-K & Coogie),블라세,Blase,35957695,2113072,44919,352,,,https://cdnimg.melon.co.kr/cm2/album/images/111/29/861/11129861_20221222155738_org.jpg,11129861,Stone Music Entertainment
LIKE WATER,LIKE WATER,"(Feat. 로꼬, 현아)",(feat. Loco & HyunA),잠비노,Jambino,35957698,2637392,44919,352,,,https://cdnimg.melon.co.kr/cm2/album/images/111/29/861/11129861_20221222155738_org.jpg,11129861,Stone Music Entertainment
WITCH,WITCH,"(Feat. 박재범, 황소윤)(Prod. by 슬롬)",,이영지,Lee Young Ji,35957700,2636153,44919,352,,,https://cdnimg.melon.co.kr/cm2/album/images/111/29/861/11129861_20221222155738_org.jpg,11129861,Stone Music Entertainment
그댄 행복에 살텐데 (2022),You may live in happiness (2022),,,최유리,Choi Yu Ree,35958308,2645970,44922,349,,,https://cdnimg.melon.co.kr/cm2/album/images/111/30/072/11130072_20221226144743_org.jpg,11130072,일팔 프로젝트
Goodbye To Romance,Goodbye To Romance,(민서 X 김이나 프로젝트),(Kim Eana Project),민서,MINSEO,35960305,906283,44921,350,,,https://cdnimg.melon.co.kr/cm2/album/images/111/30/475/11130475_20221223154432_org.jpg,11130475,AMD PEOPLE'S
HALAZIA,HALAZIA,,,에이티즈,ATEEZ,35962512,2398260,44925,346,,,https://cdnimg.melon.co.kr/cm2/album/images/111/31/103/11131103_20221226135559_org.jpg,11131103,KQ Entertainment
WIN,WIN,(June One Remix),(June One Remix),에이티즈,ATEEZ,35962513,2398260,44925,346,,,https://cdnimg.melon.co.kr/cm2/album/images/111/31/103/11131103_20221226135559_org.jpg,11131103,KQ Entertainment
